,AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,AccountNo_[0],Bet_Amt_[0],Vegas,Sportsbook,Games,Casino,Poker,Bingo,#N/A,Adjustments,CustId,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,AccountLocation,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play
445,00J381    ,08/10/2012,19,1,M,1,311.31,0.0,Sportsbook,01196ZZ   ,207.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,19,1,Sportsbook,American Football,American Football,1
446,00C017    ,14/10/2012,22527_PRCH,22527,I,1,310.0,0.0,Poker,00J381    ,205.94,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
447,00J381    ,10/10/2012,2,9,M,2,310.0,780.0,Sportsbook,00J381    ,204.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
448,00J381    ,02/10/2012,323,9,M,2,308.05,0.0,Sportsbook,00J381    ,202.25,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
449,00J381    ,11/12/2012,1,5,M,2,308.0,0.0,Sportsbook,00357DG   ,202.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
450,00J381    ,17/09/2012,323,9,M,2,306.26,528.13,Sportsbook,00C017    ,200.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
451,01152SJ   ,04/10/2012,22527_PRCH,22527,I,1,305.3577,0.0,Poker,00C017    ,200.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
452,00J381    ,17/10/2012,323,9,M,2,305.0,0.0,Sportsbook,00J381    ,200.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
453,00C017    ,03/09/2012,22527_PRCH,22527,I,2,300.0,0.0,Poker,01148BP   ,200.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
454,00C017    ,19/10/2012,22527_PRCH,22527,I,1,300.0,0.0,Poker,01196ZZ   ,200.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
455,00J381    ,01/09/2012,323,9,M,4,300.0,0.0,Sportsbook,01196ZZ   ,200.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
456,00J381    ,13/09/2012,323,9,N,2,300.0,0.0,Sportsbook,01284UW   ,200.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
457,00J381    ,18/09/2012,323,9,M,2,300.0,893.75,Sportsbook,00C017    ,190.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
458,00J381    ,05/10/2012,323,9,M,2,300.0,0.0,Sportsbook,01152SJ   ,186.6368,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
459,00J381    ,15/10/2012,323,9,M,2,300.0,0.0,Sportsbook,01152SJ   ,186.544,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
460,00J381    ,30/10/2012,323,9,N,2,300.0,0.0,Sportsbook,00J381    ,180.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
461,00J381    ,08/11/2012,323,9,M,2,300.0,0.0,Sportsbook,01196ZZ   ,180.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
462,00J381    ,14/11/2012,323,9,M,2,300.0,0.0,Sportsbook,00J381    ,178.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
463,00J381    ,15/11/2012,2,9,N,2,300.0,0.0,Sportsbook,01152SJ   ,174.0428,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
464,00J381    ,23/11/2012,2,9,M,2,300.0,0.0,Sportsbook,01152SJ   ,171.9011,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
465,00J381    ,04/12/2012,323,9,M,2,300.0,0.0,Sportsbook,00J381    ,170.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
466,00J381    ,16/12/2012,323,9,M,2,300.0,0.0,Sportsbook,01152SJ   ,160.0591,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
467,00J381    ,21/12/2012,323,9,M,2,300.0,0.0,Sportsbook,00C017    ,160.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
468,01148BP   ,26/10/2012,2,9,M,2,300.0,250.0,Sportsbook,00J381    ,160.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
469,01148BP   ,06/12/2012,2,9,I,1,300.0,0.0,Sportsbook,00J381    ,160.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
470,00357DG   ,11/12/2012,CSH_PPAL,0,I,0,295.21,0.0,Adjustments,01196ZZ   ,160.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,CSH_PPAL,0,Adjustments,Banking Correction,PayPal,0
471,01284UW   ,05/11/2012,274,5,I,12,295.0,254.55,Sportsbook,00J381    ,155.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,274,5,Sportsbook,Football,Other League Football,1
472,01152SJ   ,19/09/2012,22528_PRCH,22528,I,4,292.6138,0.0,Casino,01284UW   ,155.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
473,00J381    ,21/09/2012,323,9,N,2,290.0,0.0,Sportsbook,00J381    ,153.63,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
474,01196ZZ   ,18/09/2012,2,9,I,3,285.0,0.0,Sportsbook,00C017    ,152.99,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
475,01152SJ   ,01/09/2012,22527_PRCH,22527,I,2,284.3962,0.0,Poker,00357DG   ,151.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
476,00J381    ,18/09/2012,275,5,M,5,283.0,0.0,Sportsbook,00J381    ,150.31,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,275,5,Sportsbook,Football,UEFA Club Competitions,1
477,00J381    ,10/11/2012,323,9,M,2,281.5,1584.38,Sportsbook,00C017    ,150.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
478,00C017    ,01/09/2012,22527_PRCH,22527,I,2,281.0,0.0,Poker,00J381    ,150.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
479,00J381    ,22/11/2012,2,9,N,3,280.0,0.0,Sportsbook,00J381    ,150.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
480,00J381    ,27/09/2012,42,4,M,2,277.5,277.5,Sportsbook,01284UW   ,150.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
481,01196ZZ   ,18/11/2012,2,9,I,1,275.0,0.0,Sportsbook,00357DG   ,148.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
482,00J381    ,25/11/2012,2,9,N,2,274.0,0.0,Sportsbook,01284UW   ,145.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
483,00357DG   ,25/10/2012,22512_XFER,22512,I,136,272.0,142.6,Vegas,00J381    ,143.13,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
484,00J381    ,16/09/2012,323,9,M,2,270.87,528.13,Sportsbook,01284UW   ,141.5,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
485,00J381    ,02/11/2012,323,9,N,2,270.0,0.0,Sportsbook,00J381    ,140.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
486,01148BP   ,03/12/2012,2,9,M,1,268.0,938.0,Sportsbook,01284UW   ,140.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
487,01196ZZ   ,20/10/2012,1,5,I,2,267.0,427.35,Sportsbook,01152SJ   ,138.5216,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,1,5,Sportsbook,Football,UK Football,1
488,01284UW   ,04/12/2012,275,5,I,15,267.0,0.0,Sportsbook,01152SJ   ,137.5665,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,275,5,Sportsbook,Football,UEFA Club Competitions,1
489,00C017    ,30/12/2012,22527_PRCH,22527,I,1,260.0,0.0,Poker,01152SJ   ,135.7116,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
490,00J381    ,01/10/2012,323,9,M,1,260.0,0.0,Sportsbook,00C017    ,133.5,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
491,00J381    ,12/11/2012,323,9,M,2,260.0,0.0,Sportsbook,00J381    ,130.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
492,01284UW   ,30/11/2012,46,5,I,17,260.0,0.0,Sportsbook,00357DG   ,126.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
493,00J381    ,16/09/2012,40,6,M,2,258.0,0.0,Sportsbook,01152SJ   ,125.6834,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,40,6,Sportsbook,Golf,Mens Golf,1
494,00C017    ,11/09/2012,22527_PRCH,22527,I,2,250.0,0.0,Poker,01152SJ   ,125.4347,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
495,00C017    ,11/10/2012,22527_PRCH,22527,I,2,250.0,0.0,Poker,00J381    ,125.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
496,00C017    ,27/10/2012,22527_PRCH,22527,I,1,250.0,0.0,Poker,01148BP   ,125.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
497,00C017    ,31/10/2012,22527_PRCH,22527,I,2,250.0,0.0,Poker,01152SJ   ,124.8284,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
498,00C017    ,21/11/2012,22527_PRCH,22527,I,1,250.0,0.0,Poker,01152SJ   ,124.7738,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
499,00C017    ,27/11/2012,22527_PRCH,22527,I,2,250.0,0.0,Poker,00C017    ,122.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
500,00J381    ,18/09/2012,19,1,M,1,250.0,0.0,Sportsbook,01284UW   ,121.7,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,19,1,Sportsbook,American Football,American Football,1
501,00J381    ,24/11/2012,2,9,N,1,250.0,1500.0,Sportsbook,00J381    ,120.38,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
502,00J381    ,27/11/2012,1,5,M,3,250.0,0.0,Sportsbook,00C017    ,120.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,1,5,Sportsbook,Football,UK Football,1
503,00J381    ,14/12/2012,323,9,N,2,250.0,0.0,Sportsbook,00J381    ,120.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
504,00J381    ,18/12/2012,2,9,N,1,250.0,0.0,Sportsbook,00357DG   ,116.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
505,00J381    ,19/12/2012,323,9,M,2,250.0,687.5,Sportsbook,00J381    ,116.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
506,01148BP   ,02/09/2012,2,9,I,1,250.0,0.0,Sportsbook,01284UW   ,115.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
507,01148BP   ,24/09/2012,2,9,N,1,250.0,0.0,Sportsbook,00J381    ,110.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
508,01148BP   ,06/11/2012,2,9,N,1,250.0,2500.0,Sportsbook,01196ZZ   ,105.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
509,01148BP   ,08/11/2012,2,9,N,1,250.0,0.0,Sportsbook,01284UW   ,102.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
510,01148BP   ,21/11/2012,2,9,M,1,250.0,687.5,Sportsbook,00J381    ,100.07,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
511,01148BP   ,04/12/2012,2,9,I,5,250.0,400.0,Sportsbook,00357DG   ,100.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
512,01196ZZ   ,13/10/2012,2,9,M,4,250.0,1175.0,Sportsbook,00C017    ,100.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
513,01152SJ   ,23/12/2012,22527_PRCH,22527,I,6,249.5377,0.0,Poker,00J381    ,100.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
514,00J381    ,16/09/2012,325,13,M,1,248.13,496.26,Sportsbook,01196ZZ   ,100.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,325,13,Sportsbook,Rugby League,Rugby League,1
515,00J381    ,06/12/2012,42,4,M,1,244.0,0.0,Sportsbook,01196ZZ   ,100.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
516,00J381    ,23/09/2012,323,9,M,1,240.0,0.0,Sportsbook,01196ZZ   ,100.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
517,01196ZZ   ,16/10/2012,2,9,I,4,240.0,550.0,Sportsbook,01284UW   ,100.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
518,01196ZZ   ,29/09/2012,22528_PRCH,22528,I,3,237.0,0.0,Casino,01152SJ   ,99.3357,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
519,01284UW   ,24/12/2012,273,3,I,10,232.9,300.71,Sportsbook,00C017    ,97.2,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,273,3,Sportsbook,Basketball,European Basketball,1
520,00C017    ,03/12/2012,22527_PRCH,22527,I,3,230.0,0.0,Poker,00357DG   ,96.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
521,00J381    ,05/09/2012,323,9,N,2,230.0,0.0,Sportsbook,01284UW   ,92.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
522,00J381    ,12/10/2012,2,9,N,2,230.0,0.0,Sportsbook,00357DG   ,90.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
523,00J381    ,04/11/2012,323,9,N,2,230.0,0.0,Sportsbook,01196ZZ   ,90.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
524,00J381    ,19/11/2012,2,9,M,4,230.0,0.0,Sportsbook,01284UW   ,88.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
525,00497XG   ,02/09/2012,452,0,I,369,228.31,123.36,Games,01284UW   ,83.1,,,,,,,,,4188499,GBP,0,1.0,SB,GIB,Mr,Elvis,Presley,01/11/2011,US,en,A,18/10/1948,Y,Bronze,452,0,Games,Games tbc,Games tbc,1
526,01196ZZ   ,18/09/2012,22512_XFER,22512,I,79,227.8,112.0,Vegas,00357DG   ,82.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
527,00J381    ,07/10/2012,40,6,M,1,227.25,900.0,Sportsbook,01152SJ   ,80.0838,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,40,6,Sportsbook,Golf,Mens Golf,1
528,01284UW   ,04/12/2012,46,5,I,8,226.0,304.0,Sportsbook,00J381    ,80.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
529,01196ZZ   ,16/10/2012,36,5,I,5,225.0,0.0,Sportsbook,00357DG   ,76.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,36,5,Sportsbook,Football,International Football,1
530,01196ZZ   ,10/11/2012,2,9,I,3,225.0,175.0,Sportsbook,01284UW   ,76.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
531,01196ZZ   ,13/12/2012,22528_PRCH,22528,I,2,225.0,0.0,Casino,01284UW   ,75.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
532,01152SJ   ,15/09/2012,22527_PRCH,22527,I,2,223.3667,0.0,Poker,00357DG   ,72.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
533,00497XG   ,30/12/2012,601,0,I,85,222.4,156.5,Games,00J381    ,70.13,,,,,,,,,4188499,GBP,0,1.0,SB,GIB,Mr,Elvis,Presley,01/11/2011,US,en,A,18/10/1948,Y,Bronze,601,0,Games,Games tbc,Games tbc,1
534,00J381    ,30/09/2012,42,4,M,1,220.0,0.0,Sportsbook,01284UW   ,68.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,42,4,Sportsbook,Cricket,International Cricket,1
535,00J381    ,27/10/2012,2,9,M,2,220.0,600.0,Sportsbook,01284UW   ,67.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
